VOE,"Midcap Value ETF Vanguard",100.75,-0.68,-0.67%,10,0.0%,100.0%,0,09/29/20
IYZ,"US Telecommunications Ishares ETF",27.21,0,0.00%,10,0.0%,100.0%,0,09/29/20
ZUB.TO,"BMO Eql Wgt US Bank Hdgd To CAD ETF",19.47,-0.25,-1.27%,10,100.0%,0.0%,0,"16:02 ET"
FFTY,"Innovator Ibd 50 Fund ETF",37.1,0.1,+0.27%,10,0.0%,100.0%,0,09/29/20
HDV,"High Dividend Ishares Core ETF",79.82,-0.75,-0.93%,9,0.0%,100.0%,0,09/29/20
BOND,"Total Return ETF Pimco",112.51,0.1,+0.09%,9,0.0%,100.0%,0,09/29/20
DGL,"DB Gold Fund Invesco",55.65,0.46,+0.82%,9,0.0%,100.0%,0,09/29/20
LBJ,"Latin America Bull 3X Direxion",39,-1.47,-3.63%,8,62.5%,37.5%,1.6666666666667,09/29/20
EWX,"S&P Emrg Mkts Smallcap SPDR",44.13,0.15,+0.34%,8,100.0%,0.0%,0,09/29/20
OEF,"S&P 100 Ishares ETF",154.23,-0.9,-0.58%,8,37.5%,62.5%,0.6,09/29/20
CNXT,"Chinaamc Sme-Chn Vaneck ETF",40.38,0.76,+1.92%,8,0.0%,100.0%,0,09/29/20
FTEC,"Fidelity Info Tech MSCI ETF",91.37,-0.22,-0.24%,8,25.0%,75.0%,0.33333333333333,09/29/20
BLOK,"Transformational Data Sharing Amplify ETF",24.39,-0.11,-0.45%,7,0.0%,100.0%,0,09/29/20
FM,"Frontier 100 Ishares MSCI ETF",25.53,-0.29,-1.12%,7,100.0%,0.0%,0,"16:01 ET"
SGG,"Ipatha.B Sugar Subindex TR ETN",40.2,1.14,+2.91%,7,0.0%,100.0%,0,09/29/20
MIDU,"Mid Cap Bull 3X Direxion",21.32,-0.34,-1.57%,7,28.6%,71.4%,0.4,09/29/20
XES,"S&P Oil & Gas Eqpt & Services SPDR",28.26,-0.33,-1.15%,7,71.4%,28.6%,2.5,09/29/20
VFH,"Financial ETF Vanguard",57.82,-0.64,-1.09%,7,14.3%,85.7%,0.16666666666667,09/29/20
SCZ,"EAFE Small-Cap Ishares MSCI ETF",58.91,-0.06,-0.10%,6,100.0%,0.0%,0,"16:01 ET"
MGC,"Megacap 300 Index ETF Vanguard",118.99,-0.5,-0.42%,6,16.7%,83.3%,0.2,09/29/20
VTWO,"Russell 2000 Vanguard",120.67,-0.64,-0.53%,6,66.7%,33.3%,2,09/29/20
SPTM,"SPDR Total Stock Market Portfolio ETF",40.59,-0.22,-0.54%,6,0.0%,100.0%,0,"16:01 ET"
EDZ,"Emrg Mkts Bear 3X Direxion",19.13,0.01,+0.05%,6,0.0%,100.0%,0,09/29/20
SCHP,"Schwab U.S. TIPS ETF",61.78,0.11,+0.18%,6,33.3%,66.7%,0.5,09/29/20
LTPZ,"15+ Year US TIPS Index ETF Pimco",88.21,0.3,+0.34%,6,0.0%,100.0%,0,09/29/20
DLN,"Wisdomtree U.S. Largecap Div Fund",96.24,-0.71,-0.73%,6,0.0%,100.0%,0,09/29/20
EET,"Ultra MSCI Emrg Mkts Proshares",66.95,0.01,+0.01%,6,66.7%,33.3%,2,"16:01 ET"
IWC,"Micro-Cap Ishares ETF",90.58,0.31,+0.34%,6,66.7%,33.3%,2,09/29/20
EEV,"Ultrashort MSCI Emrg Mkts Proshares",26.79,-0.02,-0.07%,5,0.0%,100.0%,0,09/29/20
XAR,"S&P Aerospace & Defense SPDR",88.58,-0.97,-1.08%,5,0.0%,100.0%,0,09/29/20
PCEF,"CEF Income Composite Invesco ETF",20.2,-0.02,-0.10%,5,100.0%,0.0%,0,"16:01 ET"
GREK,"Global X MSCI Greece ETF",19.83,-0.02,-0.10%,5,40.0%,60.0%,0.66666666666667,09/29/20
IYW,"US Technology Ishares ETF",298.81,-0.75,-0.25%,5,40.0%,60.0%,0.66666666666667,09/29/20
EWI,"Italy Ishares MSCI ETF",24.5,-0.05,-0.20%,5,80.0%,20.0%,4,09/29/20
IHF,"US Healthcare Providers Ishares ETF",197.34,0.6,+0.30%,5,20.0%,80.0%,0.25,09/29/20
WOOD,"Global Timber & Forestry Ishares ETF",65,-0.01,-0.01%,5,20.0%,80.0%,0.25,09/29/20
EURL,"FTSE Europe Bull 3X Direxion",17.52,-0.03,-0.17%,5,100.0%,0.0%,0,"16:01 ET"
PXJ,"Dynamic Oil & Gas Services Invesco ETF",1.99,-0.04,-2.22%,4,0.0%,100.0%,0,09/29/20
VCLT,"Long-Term Corp Bond Vanguard",107.11,-0.31,-0.29%,4,50.0%,50.0%,1,09/29/20
XSD,"S&P Semiconductor SPDR",125.34,0.95,+0.76%,4,0.0%,100.0%,0,09/29/20
