PCG,Pacific Gas & Electric Company,9.09,0.21,2.36%,24784,7.60%,92.40%,0.08279086,15:07 ET
TMUS,T-Mobile US,107.97,0.07,0.06%,24503,65.70%,34.30%,1.914248335,15:07 ET
OXY,Occidental Petroleum Corp,15.44,-0.5,-3.14%,24277,30.10%,69.90%,0.431595707,15:07 ET
MRK,Merck & Company,81.17,-0.47,-0.58%,24100,22.00%,78.00%,0.28239238,15:07 ET
W,Wayfair Inc,312.2,10.8,3.58%,23970,44.60%,55.40%,0.804018966,15:07 ET
NYMT,New York Mtge Trust,2.73,0.06,2.25%,23455,64.90%,35.10%,1.851671733,15:01 ET
RCL,Royal Caribbean Cruises Ltd,51.29,1.76,3.55%,23233,46.10%,53.90%,0.855226383,15:07 ET
LULU,Lululemon Athletica,339.93,-0.49,-0.14%,23209,39.20%,60.80%,0.6448618,15:07 ET
DOCU,Docusign Inc,216.59,-9.43,-4.17%,23096,39.90%,60.10%,0.664696555,15:07 ET
CRWD,Crowdstrike Holdings Inc,109.95,-4.8,-4.18%,22233,35.90%,64.10%,0.559225752,15:07 ET
AG,First Majestic Silver,13.6,-0.21,-1.52%,21654,11.10%,88.90%,0.125467775,15:07 ET
FEYE,Fireeye Inc,15.38,0.04,0.26%,21582,6.00%,94.00%,0.064358633,15:06 ET
MVIS,Microvision,1.9,-0.63,-24.90%,21535,18.30%,81.70%,0.223579545,15:04 ET
GOOG,Alphabet Cl C,1498.81,25.2,1.71%,21410,38.50%,61.50%,0.626776081,15:07 ET
BRK.B,Berkshire Hathaway Cl B,204.99,1.37,0.67%,20956,25.90%,74.10%,0.349040814,15:07 ET
ELY,Callaway Golf Company,19.65,-0.22,-1.11%,20796,41.20%,58.80%,0.701382639,15:07 ET
MOMO,Momo Inc Ads,20.58,0.5,2.49%,20696,4.20%,95.80%,0.044355856,15:06 ET
ADBE,Adobe Systems Inc,462.82,13.31,2.96%,20687,42.50%,57.50%,0.740304534,15:07 ET
IVR,Invesco Mortgage Capital Inc,3.1,-0.06,-1.90%,20030,32.40%,67.60%,0.479867011,15:07 ET
MRO,Marathon Oil Corp,5.68,-0.3,-5.02%,19514,19.30%,80.70%,0.238512313,15:07 ET
FTCH,Farfetch Ltd Cl A,27.93,0.42,1.53%,19383,4.40%,95.60%,0.046541763,15:06 ET
EBAY,Ebay Inc,55.22,-1.44,-2.54%,18993,31.70%,68.30%,0.4640407,15:07 ET
TGT,Target Corp,129.1,-0.27,-0.21%,18868,25.40%,74.60%,0.339771356,15:07 ET
MFA,MFA Financial Inc,2.79,0.04,1.45%,18821,49.10%,50.90%,0.964408726,15:01 ET
